ScenarioID,SimIndex,LookIndex,Status,BdryStopCode,RDGUserErrorCode,TestStat,PostProb,dTrueDelta,ErrorCode
1,1,1,SUCCESS,0,0,0,0.4678,0.936876615687205,0
1,1,2,SUCCESS,2,0,0,0.95306,0.936876615687205,0
1,2,1,SUCCESS,0,0,0,0.0312,1.317055025711,0
1,2,2,SUCCESS,2,0,0,0.98648,1.317055025711,0
1,3,1,SUCCESS,0,0,0,0.7204,0.691035572525623,0
1,3,2,SUCCESS,3,0,0,0.67954,0.691035572525623,0
1,4,1,SUCCESS,3,0,0,0.9854,0.201175182824877,0
1,5,1,SUCCESS,3,0,0,0.953,0.796410827923696,0
1,6,1,SUCCESS,3,0,0,0.9022,0.919348379228083,0
1,7,1,SUCCESS,3,0,0,1,0.856232008458559,0
1,8,1,SUCCESS,0,0,0,0.6076,0.676734813736408,0
1,8,2,SUCCESS,3,0,0,0.29248,0.676734813736408,0
1,9,1,SUCCESS,3,0,0,0.9692,0.676995654079,0
1,10,1,SUCCESS,0,0,0,0.8078,0.987937958217047,0
1,10,2,SUCCESS,3,0,0,0.1826,0.987937958217047,0
1,11,1,SUCCESS,3,0,0,0.9704,0.684652871190324,0
1,12,1,SUCCESS,3,0,0,0.9932,0.845058074096535,0
1,13,1,SUCCESS,3,0,0,0.9854,0.653904583177187,0
1,14,1,SUCCESS,3,0,0,1,0.090770400484094,0
1,15,1,SUCCESS,3,0,0,0.9994,0.0277256008411418,0
1,16,1,SUCCESS,0,0,0,0.7528,0.891660718164866,0
1,16,2,SUCCESS,3,0,0,0.57548,0.891660718164866,0
1,17,1,SUCCESS,3,0,0,0.9818,0.393363490648929,0
1,18,1,SUCCESS,3,0,0,1,0.452979844377272,0
1,19,1,SUCCESS,0,0,0,0.0084,1.11628374251371,0
1,19,2,SUCCESS,2,0,0,0.99292,1.11628374251371,0
1,20,1,SUCCESS,0,0,0,0.7722,1.20110544759374,0
1,20,2,SUCCESS,3,0,0,0.2533,1.20110544759374,0
1,21,1,SUCCESS,3,0,0,0.9338,1.21204175201243,0
1,22,1,SUCCESS,3,0,0,0.9902,0.520442890879573,0
1,23,1,SUCCESS,3,0,0,0.9608,0.221440084585279,0
1,24,1,SUCCESS,3,0,0,0.998,-0.0716262515455207,0
1,25,1,SUCCESS,3,0,0,1,-0.0975315816182168,0
1,26,1,SUCCESS,0,0,0,0.7358,0.825976147380011,0
1,26,2,SUCCESS,3,0,0,0.48298,0.825976147380011,0
1,27,1,SUCCESS,0,0,0,0.5188,0.685463919134274,0
1,27,2,SUCCESS,3,0,0,0.65076,0.685463919134274,0
1,28,1,SUCCESS,0,0,0,0.2578,0.696602563938319,0
1,28,2,SUCCESS,2,0,0,0.85764,0.696602563938319,0
1,29,1,SUCCESS,3,0,0,0.9894,0.0411180772548568,0
1,30,1,SUCCESS,0,0,0,0.8234,-0.033520242579922,0
1,30,2,SUCCESS,3,0,0,0.02308,-0.033520242579922,0
1,31,1,SUCCESS,3,0,0,1,0.658563564352389,0
1,32,1,SUCCESS,3,0,0,0.9916,0.00417807709661935,0
1,33,1,SUCCESS,0,0,0,0.5822,0.597065460766821,0
1,33,2,SUCCESS,3,0,0,0.55226,0.597065460766821,0
1,34,1,SUCCESS,3,0,0,0.9186,0.398587638469208,0
1,35,1,SUCCESS,3,0,0,0.9054,0.153840821452607,0
1,36,1,SUCCESS,3,0,0,1,0.0147057933577052,0
1,37,1,SUCCESS,3,0,0,0.9896,0.612054822043881,0
1,38,1,SUCCESS,0,0,0,0.8616,0.721194363261151,0
1,38,2,SUCCESS,3,0,0,0.50298,0.721194363261151,0
1,39,1,SUCCESS,3,0,0,0.9764,0.15952307265942,0
1,40,1,SUCCESS,0,0,0,0.7552,0.798647294601222,0
1,40,2,SUCCESS,3,0,0,0.50324,0.798647294601222,0
1,41,1,SUCCESS,3,0,0,0.9998,0.0759999522925519,0
1,42,1,SUCCESS,3,0,0,0.9714,-0.017770689120743,0
1,43,1,SUCCESS,3,0,0,0.999,0.120665708990784,0
1,44,1,SUCCESS,0,0,0,0.8948,0.965977331361816,0
1,44,2,SUCCESS,3,0,0,0.79238,0.965977331361816,0
1,45,1,SUCCESS,3,0,0,0.9966,0.057827911817347,0
1,46,1,SUCCESS,3,0,0,1,0.424395085692025,0
1,47,1,SUCCESS,3,0,0,1,0.241785931340366,0
1,48,1,SUCCESS,0,0,0,0.8914,0.493387397998163,0
1,48,2,SUCCESS,3,0,0,0.01938,0.493387397998163,0
1,49,1,SUCCESS,3,0,0,0.9996,0.0298541381099113,0
1,50,1,SUCCESS,3,0,0,0.9632,0.274562253998853,0
1,51,1,SUCCESS,3,0,0,0.9918,0.0141482732787912,0
1,52,1,SUCCESS,0,0,0,0.4174,1.29700350346075,0
1,52,2,SUCCESS,2,0,0,0.96758,1.29700350346075,0
1,53,1,SUCCESS,0,0,0,0.174,0.70070612408415,0
1,53,2,SUCCESS,2,0,0,0.8684,0.70070612408415,0
1,54,1,SUCCESS,0,0,0,0.254,1.06986981232188,0
1,54,2,SUCCESS,2,0,0,0.8513,1.06986981232188,0
1,55,1,SUCCESS,3,0,0,0.9736,-0.0379688528739707,0
1,56,1,SUCCESS,0,0,0,0.8394,1.00426713184594,0
1,56,2,SUCCESS,3,0,0,0.71454,1.00426713184594,0
1,57,1,SUCCESS,0,0,0,0.7814,1.21289782780895,0
1,57,2,SUCCESS,3,0,0,0.68438,1.21289782780895,0
1,58,1,SUCCESS,3,0,0,1,0.801319924303927,0
1,59,1,SUCCESS,3,0,0,1,-0.0478103375574064,0
1,60,1,SUCCESS,0,0,0,0.0694,0.931131897318985,0
1,60,2,SUCCESS,2,0,0,0.92766,0.931131897318985,0
