ScenarioID,SimIndex,LookIndex,Status,BdryStopCode,RDGUserErrorCode,TestStat,PostProb,dTrueDelta,ErrorCode
1,1,1,SUCCESS,3,0,0,0.66924,1.05719073113055,0
1,2,1,SUCCESS,3,0,0,0.12358,0.0537136725879847,0
1,3,1,SUCCESS,3,0,0,0.22392,-0.00339052246250149,0
1,4,1,SUCCESS,3,0,0,0,0.00263160078450697,0
1,5,1,SUCCESS,3,0,0,0.70354,0.999348569670585,0
1,6,1,SUCCESS,3,0,0,0.5408,0.753004687872937,0
1,7,1,SUCCESS,3,0,0,0.23396,0.666523991285077,0
1,8,1,SUCCESS,3,0,0,0.0003,0.0367062153509289,0
1,9,1,SUCCESS,3,0,0,0,0.0535230509926649,0
1,10,1,SUCCESS,2,0,0,0.88218,0.928960941443009,0
1,11,1,SUCCESS,3,0,0,0.64218,0.971716284827448,0
1,12,1,SUCCESS,3,0,0,0.6887,0.849243958042123,0
1,13,1,SUCCESS,3,0,0,2e-005,-0.0845246632082106,0
1,14,1,SUCCESS,2,0,0,0.86462,1.19966176439756,0
1,15,1,SUCCESS,3,0,0,0.10944,0.0555637179726486,0
1,16,1,SUCCESS,2,0,0,0.85376,0.696005049448409,0
1,17,1,SUCCESS,2,0,0,0.9981,1.0679488227973,0
1,18,1,SUCCESS,3,0,0,4e-005,0.0136796608747444,0
1,19,1,SUCCESS,3,0,0,0.71812,0.390769677209326,0
1,20,1,SUCCESS,3,0,0,0.00328,0.0312683333360115,0
1,21,1,SUCCESS,3,0,0,0.07806,-0.0240582060725936,0
1,22,1,SUCCESS,3,0,0,0.00346,-0.027350449094156,0
1,23,1,SUCCESS,3,0,0,0.199,0.617496791534598,0
1,24,1,SUCCESS,3,0,0,0.6443,0.409471725466023,0
1,25,1,SUCCESS,2,0,0,0.97852,0.832517798794129,0
1,26,1,SUCCESS,3,0,0,0.06244,0.035971744595268,0
1,27,1,SUCCESS,3,0,0,0.45588,0.719337722298126,0
1,28,1,SUCCESS,3,0,0,0.54722,1.16029747410178,0
1,29,1,SUCCESS,3,0,0,0.34288,0.446262119655603,0
1,30,1,SUCCESS,3,0,0,0.3276,1.05534358424221,0
1,31,1,SUCCESS,3,0,0,0.05464,-0.0170657837998371,0
1,32,1,SUCCESS,3,0,0,0.79046,0.870286154832345,0
1,33,1,SUCCESS,3,0,0,0.65126,0.900410369274174,0
1,34,1,SUCCESS,3,0,0,0.32756,0.503781296701402,0
1,35,1,SUCCESS,3,0,0,0.02064,0.728879637658137,0
1,36,1,SUCCESS,3,0,0,0.00182,0.46635167663389,0
1,37,1,SUCCESS,3,0,0,0.0109,0.307417229158667,0
1,38,1,SUCCESS,3,0,0,0.5446,0.531595434640771,0
1,39,1,SUCCESS,3,0,0,0.46728,0.90761606350098,0
1,40,1,SUCCESS,2,0,0,0.9115,0.946896178970816,0
1,41,1,SUCCESS,2,0,0,0.85528,1.10041389923542,0
1,42,1,SUCCESS,3,0,0,0.50048,1.0640314817918,0
1,43,1,SUCCESS,2,0,0,0.87604,1.1772131741439,0
1,44,1,SUCCESS,3,0,0,0.00014,0.0977697995289888,0
1,45,1,SUCCESS,2,0,0,0.9384,0.640102141726536,0
1,46,1,SUCCESS,2,0,0,0.81788,0.862889090155628,0
1,47,1,SUCCESS,3,0,0,0.42244,0.751115630351502,0
1,48,1,SUCCESS,3,0,0,0.4238,0.727597578787191,0
1,49,1,SUCCESS,2,0,0,0.96076,1.29503670994532,0
1,50,1,SUCCESS,3,0,0,0.43308,0.488057289209332,0
1,51,1,SUCCESS,2,0,0,0.99976,0.96360521692969,0
1,52,1,SUCCESS,3,0,0,0.62876,1.00651020338702,0
1,53,1,SUCCESS,3,0,0,0.00014,0.143896504795682,0
1,54,1,SUCCESS,3,0,0,0.00476,0.0445980795337163,0
1,55,1,SUCCESS,3,0,0,0.78868,0.600108772751268,0
1,56,1,SUCCESS,2,0,0,0.93084,1.0509946989048,0
1,57,1,SUCCESS,3,0,0,0.00042,0.0727793449441099,0
1,58,1,SUCCESS,3,0,0,0.01326,0.359915305795149,0
1,59,1,SUCCESS,2,0,0,0.98026,0.753720270110662,0
1,60,1,SUCCESS,2,0,0,0.87754,0.92241237842072,0
1,61,1,SUCCESS,3,0,0,0.00186,0.287505826231411,0
1,62,1,SUCCESS,3,0,0,0.00042,0.0195468573476246,0
1,63,1,SUCCESS,2,0,0,0.81932,0.830622215052156,0
1,64,1,SUCCESS,3,0,0,0.02864,0.00103751052249499,0
1,65,1,SUCCESS,3,0,0,0.23816,0.796404162680269,0
1,66,1,SUCCESS,2,0,0,0.99898,1.28876965235502,0
1,67,1,SUCCESS,3,0,0,0,-0.00188523144707303,0
1,68,1,SUCCESS,3,0,0,0.49468,0.814020414103978,0
1,69,1,SUCCESS,3,0,0,0.32944,0.0272623817464613,0
1,70,1,SUCCESS,3,0,0,0.28836,0.461606233886764,0
1,71,1,SUCCESS,3,0,0,0.76198,0.664470019253145,0
1,72,1,SUCCESS,3,0,0,0.01704,0.68263916723272,0
1,73,1,SUCCESS,2,0,0,0.99872,0.8722146249636,0
1,74,1,SUCCESS,3,0,0,0.00416,0.00573232480426383,0
1,75,1,SUCCESS,2,0,0,0.92858,1.06317122858797,0
1,76,1,SUCCESS,3,0,0,0.01304,-0.000972808522836705,0
1,77,1,SUCCESS,3,0,0,0.42212,0.721628824708128,0
1,78,1,SUCCESS,3,0,0,0.19914,0.49205036137587,0
1,79,1,SUCCESS,3,0,0,0.01024,0.598680202648229,0
1,80,1,SUCCESS,3,0,0,0.00436,0.0759135130843851,0
1,81,1,SUCCESS,3,0,0,0.70114,0.686216167838867,0
1,82,1,SUCCESS,3,0,0,0.00196,-0.0558841240912752,0
1,83,1,SUCCESS,3,0,0,0.01068,0.297570425892118,0
1,84,1,SUCCESS,3,0,0,0.13716,0.923653550223379,0
1,85,1,SUCCESS,3,0,0,0.11832,0.142282519624129,0
1,86,1,SUCCESS,3,0,0,0.04922,0.336286791660531,0
1,87,1,SUCCESS,3,0,0,0.32118,0.870142453483088,0
1,88,1,SUCCESS,3,0,0,0.00598,0.29341696455685,0
1,89,1,SUCCESS,2,0,0,0.89272,1.74069418566039,0
1,90,1,SUCCESS,3,0,0,0.11604,0.130451888250523,0
1,91,1,SUCCESS,2,0,0,0.93868,1.37167516322471,0
1,92,1,SUCCESS,3,0,0,0.00746,0.00663486193786088,0
1,93,1,SUCCESS,3,0,0,0.0003,-0.0745294127155961,0
1,94,1,SUCCESS,3,0,0,0.06518,0.269469149795106,0
1,95,1,SUCCESS,3,0,0,0,-0.0061672666109455,0
1,96,1,SUCCESS,3,0,0,0.02402,0.772310369640464,0
1,97,1,SUCCESS,3,0,0,0.00306,0.241060990371136,0
1,98,1,SUCCESS,3,0,0,0.70546,0.911027871858905,0
1,99,1,SUCCESS,3,0,0,0.01854,0.433782628667459,0
1,100,1,SUCCESS,3,0,0,0.00962,-0.011936575491347,0
1,101,1,SUCCESS,3,0,0,0.57872,0.507767826739952,0
1,102,1,SUCCESS,3,0,0,0.4303,1.00673107437347,0
1,103,1,SUCCESS,3,0,0,0.74184,0.978892370259215,0
1,104,1,SUCCESS,2,0,0,0.80678,0.829816001834598,0
1,105,1,SUCCESS,2,0,0,0.99806,1.27065139186274,0
1,106,1,SUCCESS,3,0,0,0.3555,0.024353359028171,0
1,107,1,SUCCESS,3,0,0,0.00056,0.0645699628978286,0
1,108,1,SUCCESS,3,0,0,0.00108,0.0143694916362819,0
1,109,1,SUCCESS,2,0,0,0.86218,0.831778471493207,0
1,110,1,SUCCESS,3,0,0,0.0069,0.491155372935476,0
1,111,1,SUCCESS,2,0,0,0.97114,1.07589699507708,0
1,112,1,SUCCESS,2,0,0,0.93756,1.00722522211421,0
1,113,1,SUCCESS,2,0,0,0.9342,1.26037757671063,0
1,114,1,SUCCESS,3,0,0,0.78842,0.835336276824205,0
1,115,1,SUCCESS,3,0,0,0.01296,0.0716816397354824,0
1,116,1,SUCCESS,3,0,0,0.06828,0.477152120287478,0
1,117,1,SUCCESS,2,0,0,0.9574,0.831710973926568,0
1,118,1,SUCCESS,3,0,0,0.70826,0.905486129937739,0
1,119,1,SUCCESS,2,0,0,0.9171,0.508789617597714,0
1,120,1,SUCCESS,3,0,0,0.06714,-0.000321759983445308,0
1,121,1,SUCCESS,3,0,0,0.53228,0.927646817711435,0
1,122,1,SUCCESS,2,0,0,0.98646,1.37113723342282,0
1,123,1,SUCCESS,3,0,0,0.5396,0.760555761855709,0
1,124,1,SUCCESS,3,0,0,0.78316,0.773126343643206,0
1,125,1,SUCCESS,3,0,0,0.08536,0.399578562636558,0
1,126,1,SUCCESS,3,0,0,0.70442,1.20520966012776,0
1,127,1,SUCCESS,3,0,0,0.2303,0.88968027561982,0
1,128,1,SUCCESS,3,0,0,0.36392,0.270344002882461,0
1,129,1,SUCCESS,3,0,0,0.0801,-0.0542387468198448,0
1,130,1,SUCCESS,2,0,0,0.9731,1.01817714561954,0
1,131,1,SUCCESS,3,0,0,0.00594,0.0550359376123281,0
1,132,1,SUCCESS,2,0,0,0.91604,1.12041404354356,0
1,133,1,SUCCESS,2,0,0,0.9891,0.576893530067554,0
1,134,1,SUCCESS,3,0,0,0.51028,0.561057782753245,0
1,135,1,SUCCESS,3,0,0,0.04214,0.702026280864235,0
1,136,1,SUCCESS,3,0,0,0.0175,0.0887294785461844,0
1,137,1,SUCCESS,3,0,0,0.0004,-0.0415991167836989,0
1,138,1,SUCCESS,3,0,0,0.06148,0.900903909245171,0
1,139,1,SUCCESS,2,0,0,0.96682,0.989298196770366,0
1,140,1,SUCCESS,3,0,0,0.45294,0.796865098376237,0
1,141,1,SUCCESS,2,0,0,0.86394,0.985151993885617,0
1,142,1,SUCCESS,3,0,0,0.19972,0.711322469792541,0
1,143,1,SUCCESS,2,0,0,0.90564,1.08116042231377,0
1,144,1,SUCCESS,2,0,0,0.98782,1.38911117221035,0
1,145,1,SUCCESS,3,0,0,0.10168,0.473792439868489,0
1,146,1,SUCCESS,3,0,0,0.00284,-0.0424273041168491,0
1,147,1,SUCCESS,2,0,0,0.99868,1.30290929724833,0
1,148,1,SUCCESS,2,0,0,0.91116,0.961337735678511,0
1,149,1,SUCCESS,3,0,0,0.00082,-0.04922061702187,0
1,150,1,SUCCESS,2,0,0,0.9994,1.24153613694484,0
1,151,1,SUCCESS,3,0,0,0.5508,1.01467678019888,0
1,152,1,SUCCESS,3,0,0,0.02312,0.250765050530171,0
1,153,1,SUCCESS,3,0,0,0.04492,0.0603856614433878,0
1,154,1,SUCCESS,3,0,0,0.31962,0.564254224492866,0
1,155,1,SUCCESS,2,0,0,0.99508,1.29717875479859,0
1,156,1,SUCCESS,3,0,0,0.70956,0.746062684191833,0
1,157,1,SUCCESS,3,0,0,0.00944,0.538254996326157,0
1,158,1,SUCCESS,3,0,0,0.08982,0.724768486915921,0
1,159,1,SUCCESS,3,0,0,0.44032,0.444624529571194,0
1,160,1,SUCCESS,2,0,0,0.83456,1.17672560884619,0
